"country","subregion","region","status","species","species_functional_group","marine_inland","scale","catch_avg_annuaL_tonnes","mu","lower95","upper95","lower50","upper50","n_targets","cost_caloric_adequacy","nutrient_adequacy","portion_adq33","usd_adq33"
"Turkey","Western Asia","Asia","Upper middle income","Epinephelus aeneus","Miscellaneous coastal fishes","Marine","Large-scale",127.3849,4.99266380775016,4.67759366629679,5.32381945607609,4.86438070354035,5.09022645619472,3,147.328355663599,30.9348879157557,106.675673401075,157.163515514874
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Epinephelus amblycephalus","Reef-associated fishes","Marine","Large-scale",2.24731666666666,3.21242371008271,2.6922733517008,3.79293062778505,3.01426375748332,3.38809777634078,4,24.8392163853134,30.5433373993297,108.043202903964,26.8370849589387
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Epinephelus areolatus","Reef-associated fishes","Marine","Large-scale",2508.29767083333,3.02605191249529,2.54434751315129,3.4882201308463,2.88005278124535,3.20103904371338,4,20.615679199914,32.0430219819486,102.986541090258,21.2313749302552
"Senegal","Western Africa","Africa","Lower middle income","Epinephelus awoara","Reef-associated fishes","Marine","Large-scale",2.5,3.61522463273628,3.12614780545423,4.09955168664485,3.42987420989342,3.7611401764494,4,37.1596922715345,29.2804273567586,112.703273070169,41.8801894528219
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Epinephelus bleekeri","Miscellaneous coastal fishes","Marine","Large-scale",3909.9370175,3.17394462052559,2.63633636720571,3.69656081047252,3.00699131570992,3.36952393249098,4,23.9015813142667,26.4704001616917,124.66755242997,29.7975164165554
"Senegal","Western Africa","Africa","Lower middle income","Epinephelus caninus","Miscellaneous coastal fishes","Marine","Large-scale",3.5,3.50873026672307,3.06918175165058,3.93517642513215,3.38744932273737,3.69167819308236,3,33.4058243569023,24.7971543054671,133.07978646858,44.4563997222345
"Senegal","Western Africa","Africa","Lower middle income","Epinephelus chabaudi","Reef-associated fishes","Marine","Large-scale",113.5,3.26697939382466,2.7494343696598,3.83801272251382,3.07431274885014,3.44014852733934,3,26.231983061539,27.0559623277151,121.969418793121,31.9949972780692
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Epinephelus coioides","Reef-associated fishes","Marine","Large-scale",7573.42397866667,3.16505835597904,2.62500732018168,3.67497812038164,2.97782889601689,3.35241005130128,4,23.6901264530171,25.9957683806014,126.943737599329,30.0731319614673
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Epinephelus epistictus","Miscellaneous coastal fishes","Marine","Large-scale",63.1697916666666,2.96601096214774,2.43642440267765,3.46805651309824,2.77489705567756,3.13763293351671,4,19.4143204667805,26.2893466002234,125.526132322054,24.3700455985586
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Epinephelus fuscoguttatus","Reef-associated fishes","Marine","Large-scale",17.1619333333333,3.2462091701774,2.70311065206472,3.78977703232843,3.0603617962022,3.42588605718653,4,25.6927582021949,26.645892688665,123.84647940145,31.8195764945458
"Senegal","Western Africa","Africa","Lower middle income","Epinephelus goreensis","Miscellaneous coastal fishes","Marine","Large-scale",4,3.63180466838688,3.13725103917235,4.10941115124606,3.47673874620783,3.80377939921988,3,37.7809371941488,24.8131427482036,132.994036002913,50.246393214224
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Epinephelus maculatus","Reef-associated fishes","Marine","Large-scale",76.1548291666667,2.97629457751022,2.45377278920963,3.51447292211048,2.81108696872187,3.16336270851029,4,19.6149999578024,28.9412643574923,114.024043982228,22.3658161789987
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Epinephelus magniscuttis","Reef-associated fishes","Marine","Large-scale",9.53366666666666,3.28469172930525,2.73205439016175,3.82764384674324,3.11275147783746,3.47904529962547,3,26.700751986694,24.499275257905,134.697862090235,35.9653420880928
"Vietnam","South-Eastern Asia","Asia","Lower middle income","Epinephelus malabaricus","Reef-associated fishes","Marine","Large-scale",3747,3.45210112124995,2.78565821384914,4.11561331048132,3.1926112507558,3.64347293641724,3,31.5666480336904,25.6058171936452,128.876964755453,40.6821378608573
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Epinephelus merra","Reef-associated fishes","Marine","Large-scale",1263.06574,3.14215193348958,2.61510133382185,3.6872521915492,2.96991100087103,3.33467362283751,4,23.1536383768456,29.9014822128997,110.362422053324,25.5529161061547
"Senegal","Western Africa","Africa","Lower middle income","Epinephelus morio","Reef-associated fishes","Marine","Large-scale",5,3.46012204613711,2.99846044856488,3.97185781491846,3.28655058250431,3.61683689441046,4,31.8208598907165,22.5316217856456,146.460828758556,46.6050951140425
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Epinephelus polyphekadion","Reef-associated fishes","Marine","Large-scale",6.6739,3.18171600783939,2.62587208758058,3.69130403932749,3.01781079695516,3.37438666395083,4,24.0880533949642,27.7999255426836,118.705353902234,28.5938090306513
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Epinephelus retouti","Reef-associated fishes","Marine","Large-scale",0.257270833333333,2.95886623767908,2.40106360501738,3.46595057449158,2.80045485365015,3.16135165183964,4,19.2761048405406,30.8579058671241,106.941800075805,20.6142135009735
"China","Eastern Asia","Asia","Upper middle income","Mixed","Miscellaneous coastal fishes","Marine","Large-scale",20430.8,3.35050404681079,3.09659918349042,3.59151377093395,3.27115918724821,3.44044426761103,4,28.5171039771152,29.7217722417296,111.029718320995,31.6624602190962
"Congo","Middle Africa","Africa","Lower middle income","Mixed","Miscellaneous coastal fishes","Marine","Large-scale",17.3,4.80155977606247,4.55635445333652,5.02979435885113,4.71229767441288,4.87493055699547,4,121.700094447632,29.7217722417296,111.029718320995,135.12327206159
"Gambia","Western Africa","Africa","Low income","Mixed","Miscellaneous coastal fishes","Marine","Large-scale",165.18,3.00592902669129,2.89746269132356,3.12055405247107,2.96407796844657,3.04039886865647,4,20.2049783435016,29.7217722417296,111.029718320995,22.4335305416078
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Mixed","Miscellaneous coastal fishes","Marine","Large-scale",81.89893,3.14887140237673,3.04928719773113,3.2535480718325,3.10924537195315,3.17976063688503,4,23.3097424102837,29.7217722417296,111.029718320995,25.8807413394875
"Philippines","South-Eastern Asia","Asia","Lower middle income","Mixed","Miscellaneous coastal fishes","Marine","Large-scale",2023.23,3.12806387832827,2.95148303370466,3.30761006159205,3.06311893209667,3.18247379549549,4,22.8297355795985,29.7217722417296,111.029718320995,25.3477911074562
"Senegal","Western Africa","Africa","Lower middle income","Mixed","Miscellaneous coastal fishes","Marine","Large-scale",15,3.25748103264845,3.16554800282496,3.34777612220998,3.22411402060799,3.28681269321758,4,25.9840017843001,29.7217722417296,111.029718320995,28.8499639896306
"Sierra Leone","Western Africa","Africa","Low income","Mixed","Miscellaneous coastal fishes","Marine","Large-scale",367.625,2.65165448599602,2.45985977383405,2.85016706216471,2.58725375686875,2.72165997763451,4,14.177475686884,29.7217722417296,111.029718320995,15.7412113201748
"Thailand","South-Eastern Asia","Asia","Upper middle income","Mixed","Miscellaneous coastal fishes","Marine","Large-scale",4187,2.95872662094904,2.72924635980158,3.1998630952346,2.88651625068006,3.0455243994343,4,19.2734137616792,29.7217722417296,111.029718320995,21.3992170104322
"Turkey","Western Asia","Asia","Upper middle income","Mixed","Miscellaneous coastal fishes","Marine","Large-scale",9.691,4.27585233235528,4.16070214222014,4.40151111935229,4.22738210995282,4.310694287988,4,71.9414311949127,29.7217722417296,111.029718320995,79.8763684118038
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Equulites leuciscus","Miscellaneous coastal fishes","Marine","Large-scale",16338.2563566667,2.84492486697642,2.29867608234473,3.38507119073826,2.64701296331338,3.00907390433145,4,17.2002663123623,32.7932387584468,100.630499607179,17.3087139238954
"India","Southern Asia","Asia","Lower middle income","Escualosa thoracata","Herrings, sardines, anchovies","Marine","Large-scale",1205.94599999999,3.93290224264902,3.35478778193995,4.52376672006595,3.70264121041027,4.09972190654153,5,51.0549366735371,52.7913200383304,62.5102762651882,31.9145819616449
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Etelis carbunculus","Miscellaneous coastal fishes","Marine","Large-scale",95.3831598533333,3.108830576921,2.54185446344383,3.63148312552492,2.92590470057304,3.29994357690618,3,22.3948400389479,25.0703376615042,131.629659103762,29.4782516000999
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Etelis radiosus","Miscellaneous coastal fishes","Marine","Large-scale",537.60935685,3.36825874518316,2.82632547848575,3.90652998286644,3.20630162292007,3.57679698560318,3,29.0279379895026,26.0493912401005,126.682423001117,36.7732951923636
"Guinea","Western Africa","Africa","Low income","Ethmalosa fimbriata","Herrings, sardines, anchovies","Marine","Large-scale",2.95,1.47875982250728,1.18643252707111,1.77784480204839,1.38898521290647,1.59496366852726,4,4.38750102542598,39.4691562133098,83.6095907945246,3.66837165346423
"Nigeria","Western Africa","Africa","Lower middle income","Ethmalosa fimbriata","Herrings, sardines, anchovies","Marine","Large-scale",99.382,3.00858220703551,2.67757209085982,3.33823470363684,2.90101784912163,3.1247277404071,4,20.2586569729516,39.4691562133098,83.6095907945246,16.9381801955512
"Sierra Leone","Western Africa","Africa","Low income","Ethmalosa fimbriata","Herrings, sardines, anchovies","Marine","Large-scale",229.13,1.79635196315218,1.4724588973212,2.12520235007293,1.67923066992565,1.90473718459898,4,6.02761833351766,39.4691562133098,83.6095907945246,5.03966702330986
"Egypt","Northern Africa","Africa","Lower middle income","Etrumeus sadina","Herrings, sardines, anchovies","Marine","Large-scale",134.6,2.15852968965343,1.70388305785114,2.60558389692109,2.00205849099807,2.319559746043,4,8.65839776314275,31.3287631982817,105.334512540891,9.12028107765781
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Eubleekeria splendens","Miscellaneous coastal fishes","Marine","Large-scale",76.0379566266667,2.77785665275078,2.2350249487036,3.31829001296073,2.58784157875937,2.95185980197587,4,16.0845092872671,41.0639249596875,80.3625080466519,12.9259150702445
"Senegal","Western Africa","Africa","Lower middle income","Eucinostomus melanopterus","Miscellaneous coastal fishes","Marine","Large-scale",49,2.6715436206725,2.27997981016169,3.04631844878778,2.55284378025305,2.82255213779884,4,14.4622762401395,36.8740767330374,89.4937661461055,12.9428356777542
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Eusphyra blochii","Sharks, rays, chimaeras","Marine","Large-scale",83.7095505093333,2.82508154693032,2.29805899522889,3.37622117270408,2.64843809638556,3.01152096004736,3,16.8623200004584,25.4600592811732,129.614780686714,21.856059087286
"Egypt","Northern Africa","Africa","Lower middle income","Euthynnus affinis","Tunas, bonitos, billfishes","Marine","Large-scale",290.4,3.1310844511936,2.74000105179408,3.49544111042328,2.98715411219886,3.24926298758142,3,22.8987987120147,26.5365562628563,124.35675403063,28.4762027902692
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Euthynnus affinis","Tunas, bonitos, billfishes","Marine","Large-scale",72280.2625852956,2.84929499430212,2.4776742002835,3.21587019825205,2.73207532361277,2.98731398070492,3,17.2755981511563,26.5365562628563,124.35675403063,21.4833731001535
"Philippines","South-Eastern Asia","Asia","Lower middle income","Euthynnus affinis","Tunas, bonitos, billfishes","Marine","Large-scale",21003.004,2.84947115463448,2.46904141604621,3.23780241216405,2.72627831165188,2.98750978126519,3,17.2786416943362,26.5365562628563,124.35675403063,21.4871579516596
"Thailand","South-Eastern Asia","Asia","Upper middle income","Euthynnus affinis","Tunas, bonitos, billfishes","Marine","Large-scale",22017.4,2.68428050812838,2.24642463555551,3.0694166176022,2.55418127660965,2.8355688520905,3,14.6476587166522,26.5365562628563,124.35675403063,18.2153529215133
"Senegal","Western Africa","Africa","Lower middle income","Euthynnus alletteratus","Tunas, bonitos, billfishes","Marine","Large-scale",3490.5,2.75381258921805,2.41107521175676,3.07826855452204,2.62904839157838,2.86057803366094,3,15.7023846478432,32.7998428238678,100.61023821732,15.798206599995
"Turkey","Western Asia","Asia","Upper middle income","Euthynnus alletteratus","Tunas, bonitos, billfishes","Marine","Large-scale",608.1626,3.77542981878197,3.43262808116566,4.10618248298543,3.65960702286034,3.89386143820347,3,43.6162513714148,32.7998428238678,100.61023821732,43.8824144062457
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Euthynnus lineatus","Tunas, bonitos, billfishes","Marine","Large-scale",5492.83235940109,2.87840188370684,2.39156053778548,3.3633571083537,2.74097857823311,3.08045269070932,3,17.7858266358899,26.1060126407388,126.407661155051,22.4826474675206
"Egypt","Northern Africa","Africa","Lower middle income","Eutrigla gurnardus","Miscellaneous demersal fishes","Marine","Large-scale",668.4,3.0974565366335,2.55118818669554,3.63202283535266,2.91809334571459,3.29233790605564,3,22.1415633462683,37.2065618518612,88.6940323359903,19.638245354033
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Mixed","Miscellaneous pelagic fishes","Marine","Large-scale",45.8858674007901,2.97114119423419,2.84046365012706,3.09977031920122,2.92224166955827,3.01023516229031,4,19.514176359517,32.4531133837079,101.685159170481,19.8430212919832
"Turkey","Western Asia","Asia","Upper middle income","Mixed","Cods, hakes, haddocks","Marine","Large-scale",10.762,4.26787317883191,3.97873973203337,4.54797384390857,4.16478718931901,4.35778344993243,3,71.3696835353399,27.0967818647584,121.78567980768,86.9180542701032
"Congo","Middle Africa","Africa","Lower middle income","Galeoides decadactylus","Miscellaneous coastal fishes","Marine","Large-scale",419.82,4.45137650454938,4.12149240545331,4.79139344432331,4.33808269507681,4.56364050741535,4,85.7448910388617,34.6046535361889,95.3628966852369,81.7688118542586
"Guinea","Western Africa","Africa","Low income","Galeoides decadactylus","Miscellaneous coastal fishes","Marine","Large-scale",3990.54,1.96797341916248,1.70131570277763,2.24905866271574,1.87591250640806,2.06465037059742,4,7.15615924793244,34.6046535361889,95.3628966852369,6.82432075023684
"Liberia","Western Africa","Africa","Low income","Galeoides decadactylus","Miscellaneous coastal fishes","Marine","Large-scale",30.25,2.49311480739448,2.17986238181167,2.8297445944376,2.37286627613437,2.59906689268923,4,12.0989032426892,34.6046535361889,95.3628966852369,11.5378645993725
"Senegal","Western Africa","Africa","Lower middle income","Galeoides decadactylus","Miscellaneous coastal fishes","Marine","Large-scale",2541.8,2.90009379565176,2.63506576365002,3.15862605148537,2.81755260829177,2.99764175192646,4,18.1758501052003,34.6046535361889,95.3628966852369,17.3330171574857
"Sierra Leone","Western Africa","Africa","Low income","Galeoides decadactylus","Miscellaneous coastal fishes","Marine","Large-scale",6123.665,2.30820753014278,2.0063442680714,2.61448601123051,2.20710694332965,2.42051999327167,4,10.0563827271272,34.6046535361889,95.3628966852369,9.59005787034235
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Gazza minuta","Miscellaneous coastal fishes","Marine","Large-scale",154.821436616667,2.8677745679289,2.3208257717957,3.38905306125635,2.68150797657237,3.04319800954091,4,17.5978118556056,40.0335229786299,82.4309167534807,14.5060376411285
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Gempylus serpens","Miscellaneous demersal fishes","Marine","Large-scale",160.499318716667,2.94994504483558,2.3933231423599,3.47290234080218,2.74303580217073,3.10075271864974,2,19.1049037862532,18.9094545641303,174.515874522358,33.3410899192349
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Gerres filamentosus","Miscellaneous coastal fishes","Marine","Large-scale",2019.70315783333,3.06584190175887,2.5458740373034,3.58131672978397,2.88863537480494,3.25256290388138,4,21.4525152969193,33.4986982349143,98.5112907032474,21.1331497073068
"Senegal","Western Africa","Africa","Lower middle income","Gerres nigri","Miscellaneous coastal fishes","Marine","Large-scale",546.8,2.88114875796982,2.38733174737691,3.35952451697265,2.70136733636738,3.02767906378436,4,17.8347492266632,37.9444486588222,86.969243634872,15.5107465066052
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Gerres oyena","Reef-associated fishes","Marine","Large-scale",6767.2075295,2.861135471416,2.38005476407019,3.35695186168297,2.68480751076988,3.01624392057954,3,17.4813652620905,30.4311265638875,108.44159821267,18.9570718796054
"Sierra Leone","Western Africa","Africa","Low income","Mixed","Miscellaneous coastal fishes","Marine","Large-scale",139.07,2.59499111071935,2.40658467661258,2.79959857454394,2.53087233612978,2.66624002663528,4,13.3964682759123,32.2600787777363,102.293612571009,13.7037313563599
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Gnathanodon speciosus","Reef-associated fishes","Marine","Large-scale",37.0153396829997,2.98027817550679,2.48803625136959,3.43787926444178,2.82021921130954,3.15261448309745,3,19.6932940749432,23.2839112153923,141.728765819141,27.9110626415511
"Turkey","Western Asia","Asia","Upper middle income","Mixed","Miscellaneous coastal fishes","Marine","Large-scale",31.7636,4.05796638619026,3.91013951238508,4.19392490088435,4.00721704212735,4.10718509863409,5,57.856533516967,35.1126087327464,93.9833330276707,54.375498573517
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Gymnocranius griseus","Reef-associated fishes","Marine","Large-scale",70.05296511,2.98090558662553,2.4517754485557,3.51605537628039,2.82183414000123,3.18206540207117,4,19.7056537435019,26.3256733635564,125.352918971042,24.701612169806
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Gymnosarda unicolor","Tunas, bonitos, billfishes","Marine","Large-scale",4465.82895824435,3.06191798538734,2.52623615285325,3.51203086227179,2.89010229688876,3.22942048548392,4,21.3685023586038,23.3646934551279,141.23874581696,30.1806047311595
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Gymnura micrura","Sharks, rays, chimaeras","Marine","Large-scale",195.412282066667,2.62049365006429,2.18408675174109,3.07275031906416,2.44030295021463,2.75328050527887,2,13.742505899816,20.7877995261266,158.74696096874,21.8158104769077
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Gymnura poecilura","Sharks, rays, chimaeras","Marine","Large-scale",0.0692332495,2.85698852789683,2.33692398060951,3.38487724922809,2.67177588764223,3.03684975392173,3,17.4090211348914,22.4873589174356,146.74911411857,25.5475842921678
"India","Southern Asia","Asia","Lower middle income","Harpadon nehereus","Miscellaneous coastal fishes","Marine","Large-scale",4686.07574999999,4.82470347955513,4.28175756330221,5.37508242120887,4.64359720005478,5.01734699231457,3,124.549531424718,23.1272215748709,142.688994841717,177.718474469999
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Harpadon nehereus","Miscellaneous coastal fishes","Marine","Large-scale",6033.428968,2.82452383325897,2.33871687371822,3.29076782619274,2.66546547467439,3.00198118397904,3,16.8529182760421,23.1272215748709,142.688994841717,24.0472596895805
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Hemigaleus microstoma","Sharks, rays, chimaeras","Marine","Large-scale",8.3914120495,2.63583047431881,2.10655722973444,3.17115149750995,2.47581067775014,2.8409259012513,3,13.9548968356789,23.0696206185665,143.045265224004,19.961819190333
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Hemipristis elongata","Sharks, rays, chimaeras","Marine","Large-scale",0.169983366666667,3.05590323549309,2.52440263095655,3.60717202748288,2.84421711845052,3.21488367101712,3,21.2403619139784,21.7523523713939,151.707729980495,32.2232708993383
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Hemiramphus far","Reef-associated fishes","Marine","Large-scale",2004.85912567274,2.91083718632204,2.40259905910707,3.45576783465345,2.72950854077698,3.09388190871334,3,18.3721730624553,27.053552247064,121.980284506192,22.410428971553
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Mixed","Miscellaneous pelagic fishes","Marine","Large-scale",4385.82340516039,2.9733010176498,2.84296446664159,3.09735059173299,2.92796453461419,3.0132650435686,5,19.5563690825684,35.9743793477924,91.7319509002872,17.9394388847006
"Senegal","Western Africa","Africa","Lower middle income","Heteromycteris proboscideus","Flounders, halibuts, soles","Marine","Large-scale",357,3.04311930187647,2.49110305594015,3.5682736096989,2.86449697715371,3.23226103406587,4,20.9705548098459,37.0457026607612,89.0791579854513,18.6803936494883
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Istiompax indica","Tunas, bonitos, billfishes","Marine","Large-scale",6950.66326769974,3.09597855360428,2.60907918743333,3.58792891854241,2.89943861089521,3.24054963647113,2,22.1088626628826,22.924437739307,143.95118595828,31.8259700051068
"Guinea","Western Africa","Africa","Low income","Mixed","Tunas, bonitos, billfishes","Marine","Large-scale",25.3999999999999,2.37368747176714,2.1920951069677,2.55117846345464,2.3101579214034,2.43142482429435,2,10.736911434236,23.4090995027952,140.970822034652,15.135912309975
"Liberia","Western Africa","Africa","Low income","Mixed","Tunas, bonitos, billfishes","Marine","Large-scale",54,2.87361380293744,2.62332617705522,3.12748342268383,2.78755605644302,2.96161920598288,2,17.7008702128216,23.4090995027952,140.970822034652,24.9530622463014
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Istiophorus platypterus","Tunas, bonitos, billfishes","Marine","Large-scale",1151.5984886834,3.30235353452005,2.85451481033067,3.77112808727556,3.16095704575917,3.47271843917326,2,27.1765246013756,23.4244653130863,140.878349020689,38.2858391796194
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Isurus paucus","Sharks, rays, chimaeras","Marine","Large-scale",117.157491716667,2.81104351991317,2.29867940825664,3.36713388936866,2.61534151084079,2.98087865359819,2,16.6272600459014,24.9450561042543,132.290742751113,21.9963258138821
"Senegal","Western Africa","Africa","Lower middle income","Mixed","Sharks, rays, chimaeras","Marine","Large-scale",6,2.94518740918791,2.82049864544871,3.07433875601246,2.90542949976555,2.9927814514057,2,19.0142254931369,21.9922845131854,150.052624047379,28.5313442947376
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Johnius amblycephalus","Miscellaneous coastal fishes","Marine","Large-scale",1409.39289683333,2.87831065393888,2.36911465436643,3.42627884555762,2.73273425063494,3.09660091622084,4,17.7842041130652,44.5865087624186,74.0134200142068,13.1626976863868
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Johnius dussumieri","Miscellaneous coastal fishes","Marine","Large-scale",9431.79388616666,2.93512074131614,2.38750747218983,3.46712543011088,2.75861957985777,3.12361751084047,4,18.8237758054448,42.2545719684157,78.0980577076174,14.7010032912888
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Kajikia audax","Tunas, bonitos, billfishes","Marine","Large-scale",498.016355673275,3.07084982826057,2.64426039277011,3.52149969020993,2.91090450176,3.2149859444894,2,21.5602173737541,23.4235502856633,140.883852351785,30.3748648115636
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Katsuwonus pelamis","Tunas, bonitos, billfishes","Marine","Large-scale",244510.744171571,2.88087882487338,2.58241857917776,3.16005312215792,2.77525835790596,2.97554109743465,4,17.8299356872762,32.6672796116527,101.018512690076,18.0115358448835
"Mexico","North America","Americas","Upper middle income","Katsuwonus pelamis","Tunas, bonitos, billfishes","Marine","Large-scale",18549.9163165555,2.92272523261199,2.63658137149069,3.21000686504015,2.82521611314562,3.02163400481136,4,18.5918856956661,32.6672796116527,101.018512690076,18.7812464108009
"Philippines","South-Eastern Asia","Asia","Lower middle income","Katsuwonus pelamis","Tunas, bonitos, billfishes","Marine","Large-scale",194462.032,2.87539359082132,2.57292884320179,3.1963963245673,2.76462944870728,2.97708379977441,4,17.7324020588358,32.6672796116527,101.018512690076,17.9130088240604
"Senegal","Western Africa","Africa","Lower middle income","Katsuwonus pelamis","Tunas, bonitos, billfishes","Marine","Large-scale",8298.2,2.99792434344322,2.71785005727746,3.2878981155645,2.89945041769344,3.09539854851755,4,20.0438894846187,32.6672796116527,101.018512690076,20.2480390426044
"Sierra Leone","Western Africa","Africa","Low income","Katsuwonus pelamis","Tunas, bonitos, billfishes","Marine","Large-scale",2.695,2.44835440676262,2.12169085899847,2.79318131770464,2.33722406254301,2.56561194611116,4,11.5692926961155,32.6672796116527,101.018512690076,11.6871274103774
"Sri Lanka","Southern Asia","Asia","Lower middle income","Katsuwonus pelamis","Tunas, bonitos, billfishes","Marine","Large-scale",58040,3.96319948210053,3.43422460251984,4.47917929122034,3.78797784712871,4.14761169163234,4,52.6254310056714,32.6672796116527,101.018512690076,53.1614276986714
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Kyphosus vaigiensis","Reef-associated fishes","Marine","Large-scale",4.205906846,3.13897831625683,2.6269266449291,3.68066223195765,2.95673367979182,3.32490364180267,2,23.080274067786,23.3258047563705,141.474218551827,32.6526373770202
"India","Southern Asia","Asia","Lower middle income","Lactarius lactarius","Miscellaneous pelagic fishes","Marine","Large-scale",971.575,5.01226019726796,4.46094558641674,5.61986810391919,4.82872530760317,5.23676376165789,4,150.24393360633,37.0189500787571,89.1435330548089,133.932750617203
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Lampris guttatus","Miscellaneous pelagic fishes","Marine","Large-scale",7872.99309857099,2.95235777100996,2.45169974267959,3.41226858139635,2.80138688735948,3.12741971038574,2,19.1510543396135,20.5409163595885,160.654955320898,30.7671177927871
"China","Eastern Asia","Asia","Upper middle income","Larimichthys crocea","Miscellaneous coastal fishes","Marine","Large-scale",11612.4,3.35443282644059,2.77415672528793,3.89841347725296,3.15751460147044,3.54165869544852,3,28.6293617679881,32.2085008994859,102.45742297347,29.3329062812324
"China","Eastern Asia","Asia","Upper middle income","Larimichthys polyactis","Miscellaneous coastal fishes","Marine","Large-scale",94573.8,3.28651580076814,2.73353644220195,3.84767881775782,3.09855747454057,3.47534614205958,3,26.7495005133122,27.933359816412,118.138312816245,31.6014085931997
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Leiognathus equulus","Miscellaneous coastal fishes","Marine","Large-scale",12019.4168716667,2.65376259859286,2.12192267858418,3.19262847973394,2.45415172928585,2.8153422045975,4,14.2073949274544,35.0935212016918,94.0344510040477,13.3598458220086
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Mixed","Miscellaneous coastal fishes","Marine","Large-scale",10345.4230333333,2.98632572710499,2.86938473541777,3.10322787395608,2.94480016102378,3.02331093307015,4,19.8127511342913,38.4114801109612,85.9118156985132,17.0214942392975
"Philippines","South-Eastern Asia","Asia","Lower middle income","Mixed","Miscellaneous coastal fishes","Marine","Large-scale",14235.43,2.97880370556523,2.78809186273015,3.15174498563282,2.92460275955215,3.04785099428287,4,19.6642783014792,38.4114801109612,85.9118156985132,16.8939385328096
"Senegal","Western Africa","Africa","Lower middle income","Lepidion lepidion","Cods, hakes, haddocks","Marine","Large-scale",1,3.15900065246366,2.56937209592683,3.72495837383726,2.96425026786844,3.35620486411213,3,23.5470524781006,17.7321637347924,186.102499917991,43.8216533187464
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Lepidocybium flavobrunneum","Miscellaneous demersal fishes","Marine","Large-scale",17.9756448683333,3.28630909758376,2.70840657744966,3.80044432737909,3.10059088686241,3.48060566955454,2,26.7439718777885,22.8303159096657,144.544649012188,38.6569802826676
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Lepturacanthus savala","Miscellaneous demersal fishes","Marine","Large-scale",18563.642685,2.95089962876601,2.41208243404136,3.47460052690491,2.76224184065634,3.14023705789952,4,19.1231497276558,29.2583927136667,112.788150473438,21.5686468900893
"Guinea","Western Africa","Africa","Low income","Lethrinus atlanticus","Reef-associated fishes","Marine","Large-scale",257.84,2.19558610844787,1.80823668827102,2.59544941839876,2.06632944325354,2.34053026460493,3,8.98526585402099,27.8577243307464,118.459065816723,10.6438619918222
"Senegal","Western Africa","Africa","Lower middle income","Lethrinus atlanticus","Reef-associated fishes","Marine","Large-scale",9,3.14145229626059,2.73320002487505,3.51569927232972,3.01378425480994,3.27800535816488,3,23.1374448948925,27.8577243307464,118.459065816723,27.4084010763487
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Lethrinus erythropterus","Reef-associated fishes","Marine","Large-scale",50.85814638,3.08724324281483,2.57425156837817,3.62717933317273,2.90062417894421,3.26353246395672,3,21.9165759411704,27.7751884828569,118.811074928863,26.0393194633051
