"country","subregion","region","status","species","species_functional_group","marine_inland","scale","catch_avg_annuaL_tonnes","mu","lower95","upper95","lower50","upper50","n_targets","cost_caloric_adequacy","nutrient_adequacy","portion_adq33","usd_adq33"
"Gambia","Western Africa","Africa","Low income","Chrysichthys nigrodigitatus","Freshwater catfishes","Inland","Small-scale",563.25,3.04266836314966,2.56483632761465,3.47720944235377,2.88560829551399,3.1967193280162,4,20.9611005063753,28.8503575966815,114.383330915093,23.9760049556526
"Guinea","Western Africa","Africa","Low income","Chrysichthys nigrodigitatus","Freshwater catfishes","Inland","Small-scale",1090.6572897525,2.35122701350542,1.9113450204274,2.84389482236934,2.19516181368386,2.50707440513116,4,10.4984435569596,28.8503575966815,114.383330915093,12.0084694346914
"Senegal","Western Africa","Africa","Lower middle income","Chrysichthys nigrodigitatus","Freshwater catfishes","Inland","Small-scale",212.345,3.28651043738517,2.82079934581403,3.72449681726442,3.11670576402517,3.42875594779033,4,26.7493570458814,28.8503575966815,114.383330915093,30.5968055874504
"South Africa","Southern Africa","Africa","Upper middle income","Chrysoblephus puniceus","Miscellaneous coastal fishes","Marine","Small-scale",179.8,4.16624756271808,3.56597921424192,4.72329243172018,3.99516907435188,4.39464146799517,3,64.473066485037,25.060434435807,131.681675688945,84.8992143155441
"Mexico","North America","Americas","Upper middle income","Cilus gilberti","Miscellaneous coastal fishes","Marine","Small-scale",0.19,3.26209163575937,2.73811984861703,3.79632861755523,3.08589751242734,3.43658714418052,3,26.1040803082533,24.9838311711219,132.085426666442,34.4796858525071
"Gambia","Western Africa","Africa","Low income","Citharichthys stampflii","Flounders, halibuts, soles","Inland","Small-scale",7.35,2.78022323352993,2.24639825313438,3.33601183420697,2.56733265578135,2.942922579998,4,16.122619655634,35.8157036543464,92.1383545008065,14.8551164531248
"Senegal","Western Africa","Africa","Lower middle income","Citharinus citharus","Miscellaneous freshwater fishes","Inland","Small-scale",148.533333333333,3.29099338154648,2.81930664387267,3.77543236564291,3.09843455952104,3.43146024695619,4,26.8695421100571,28.6568323863561,115.155783985783,30.9418318702263
"Gambia","Western Africa","Africa","Low income","Citharinus citharus","Miscellaneous freshwater fishes","Marine","Small-scale",52.2,3.05702280529355,2.5491340849431,3.51152417977773,2.88285061529532,3.21867747129005,4,21.2641552984202,28.6568323863561,115.155783985783,24.4869047418501
"Senegal","Western Africa","Africa","Lower middle income","Citharinus latus","Miscellaneous freshwater fishes","Inland","Small-scale",42.894,3.12584911304586,2.59796816661321,3.69275362562309,2.95011509837462,3.3269312033595,3,22.779229024558,27.0841041859598,121.842685929066,27.7548244774548
"Congo DR","Middle Africa","Africa","Low income","Mixed","Miscellaneous freshwater fishes","Inland","Small-scale",611.28,4.27581536535673,4.08526659668339,4.45011329452062,4.21718787828315,4.34411566078795,3,71.9387717852858,26.521053330442,124.429447008883,89.5130159174137
"Kenya","Eastern Africa","Africa","Lower middle income","Mixed","Miscellaneous freshwater fishes","Inland","Small-scale",5494.49395407728,3.55307012859916,3.35291011317893,3.77000737044181,3.49107279632733,3.63257598032196,3,34.9203630870489,26.521053330442,124.429447008883,43.4512146827092
"Senegal","Western Africa","Africa","Lower middle income","Mixed","Miscellaneous freshwater fishes","Inland","Small-scale",361.32,3.30413567702837,3.17896996724538,3.42834294590647,3.26436095277522,3.3515452512407,3,27.2250002234994,26.521053330442,124.429447008883,33.8759172262676
"Gambia","Western Africa","Africa","Low income","Mixed","Miscellaneous freshwater fishes","Marine","Small-scale",54.625,3.07347713174902,2.93312693050698,3.21054419957178,3.02708882317643,3.12403651003731,3,21.6169370853933,26.521053330442,124.429447008883,26.8978352756131
"Gambia","Western Africa","Africa","Low income","Clarias anguillaris","Freshwater catfishes","Inland","Small-scale",86.45,2.8941360012057,2.45222926663556,3.35523313335485,2.73578770938777,3.04550851009022,3,18.0678840654843,24.5783656770598,134.26441950451,24.2587396572703
"Guinea","Western Africa","Africa","Low income","Clarias anguillaris","Freshwater catfishes","Inland","Small-scale",4218.816826125,2.18469386347791,1.72566597027133,2.63113339489254,2.0438892988546,2.35645226586133,3,8.88792721771549,24.5783656770598,134.26441950451,11.933323884849
"Senegal","Western Africa","Africa","Lower middle income","Clarias anguillaris","Freshwater catfishes","Inland","Small-scale",52.72,3.13378681833399,2.68185761417234,3.58265689501394,2.99885100723026,3.30815198002216,3,22.9607633611148,24.5783656770598,134.26441950451,30.828135640605
"Congo DR","Middle Africa","Africa","Low income","Clarias gariepinus","Freshwater catfishes","Inland","Small-scale",188.39,4.03493834255023,3.63817539437444,4.39883192172689,3.8964851940997,4.15156277733492,3,56.5394340535342,24.5975873743739,134.159499050626,75.8530214922804
"Egypt","Northern Africa","Africa","Lower middle income","Clarias gariepinus","Freshwater catfishes","Inland","Small-scale",11243.7333333333,3.19529452336655,2.8199966433206,3.55043125017056,3.07614615295978,3.32651467606024,3,24.4173641176513,24.5975873743739,134.159499050626,32.7582133816082
"Guinea","Western Africa","Africa","Low income","Clarias gariepinus","Freshwater catfishes","Inland","Small-scale",4146.49241355,2.11578181306434,1.769525977353,2.49438512300439,1.99535753526192,2.24428302204436,3,8.29606920665818,24.5975873743739,134.159499050626,11.1299648885458
"Malawi","Eastern Africa","Africa","Low income","Clarias gariepinus","Freshwater catfishes","Inland","Small-scale",1713.73133333333,2.52586231221338,2.11698902299979,2.96617341410443,2.37009787176493,2.66484574693079,3,12.5016709604885,24.5975873743739,134.159499050626,16.7721791335489
"Senegal","Western Africa","Africa","Lower middle income","Clarias gariepinus","Freshwater catfishes","Inland","Small-scale",418.386,3.05650896127122,2.69617015032529,3.40035548146879,2.93868374967755,3.17649281215877,3,21.2532316460972,24.5975873743739,134.159499050626,28.5132291084731
"Tanzania","Eastern Africa","Africa","Lower middle income","Clarias gariepinus","Freshwater catfishes","Inland","Small-scale",509.5825,4.14822507954604,3.68921633336807,4.59491206496625,3.99596325613909,4.30577195512611,3,63.3215098538449,24.5975873743739,134.159499050626,84.951820411211
"Turkey","Western Asia","Asia","Upper middle income","Clarias gariepinus","Freshwater catfishes","Inland","Small-scale",243.74,4.07543474837067,3.71354779289219,4.43270164773893,3.93952849800217,4.18704324285071,3,58.8760713012536,24.5975873743739,134.159499050626,78.9878423184511
"Nigeria","Western Africa","Africa","Lower middle income","Mixed","Miscellaneous freshwater fishes","Inland","Small-scale",8037.4,3.86603712810908,3.6941506600582,4.04233075091853,3.80591524353417,3.92558163456604,5,47.7527725019435,30.8589355685442,106.938231640233,51.0659704727618
"Nigeria","Western Africa","Africa","Lower middle income","Mixed","Miscellaneous freshwater fishes","Inland","Small-scale",2521.2,3.92772445165207,3.75343184901441,4.09996231952374,3.86261099529382,3.98244384521302,5,50.7912680815784,30.8589355685442,106.938231640233,54.31528391409
"Nigeria","Western Africa","Africa","Lower middle income","Mixed","Miscellaneous freshwater fishes","Inland","Small-scale",950,3.9508373676002,3.78117565634113,4.12898811743451,3.88522700873546,4.00573770517316,5,51.9788740415441,30.8589355685442,106.938231640233,55.5852887265313
"Malawi","Eastern Africa","Africa","Low income","Clarias ngamensis","Freshwater catfishes","Inland","Small-scale",1,1.17655654629549,0.484536782094555,1.90452363420353,0.942923927327202,1.41709437305378,3,3.24318718802279,27.2330065896554,121.17648446696,3.92998021912888
"Zambia","Eastern Africa","Africa","Lower middle income","Mixed","Miscellaneous freshwater fishes","Inland","Small-scale",3077.38,4.47063038461865,4.22901219983817,4.7001693692499,4.39628136731799,4.55355362663082,4,87.4118087087275,27.8480956921316,118.500023717327,103.583014051587
"Senegal","Western Africa","Africa","Lower middle income","Clarotes bidorsalis","Freshwater catfishes","Inland","Small-scale",52.358,3.08715633874253,2.55138466293876,3.62204366185906,2.92695301433261,3.29145676812446,4,21.9146713842284,34.2554071181976,96.3351563335217,21.111532937974
"Saint Vincent and the Grenadines","Caribbean","Americas","Upper middle income","Clepticus parrae","Reef-associated fishes","Marine","Small-scale",1.8448,4.04302039136615,3.51733153761565,4.60224251168844,3.87268965693537,4.23810114739781,4,56.9982400684713,29.4332928524362,112.117934494946,63.9052494632407
"Saint Vincent and the Grenadines","Caribbean","Americas","Upper middle income","Clupea harengus","Herrings, sardines, anchovies","Marine","Small-scale",0.674,3.33694886283312,2.82329064705513,3.93526783427677,3.14087579113342,3.50912343626635,3,28.1331574977171,34.4216771146232,95.8698203173279,26.9712075426522
"Senegal","Western Africa","Africa","Lower middle income","Mixed","Herrings, sardines, anchovies","Marine","Small-scale",525.998,2.21440393230278,2.04041483427666,2.39293458150287,2.15245388006783,2.27031285434974,5,9.15594991876221,52.6760740846662,62.6470377176536,5.73593139901644
"Peru","South America","Americas","Upper middle income","Colossoma macropomum","Miscellaneous freshwater fishes","Inland","Small-scale",115.096,2.76179146010579,2.24936206418339,3.25482520186577,2.60158063775178,2.94392307291663,3,15.8281731051762,26.8893752933805,122.725052701852,19.4251337850679
"Turkey","Western Asia","Asia","Upper middle income","Conger conger","Miscellaneous demersal fishes","Marine","Small-scale",0.27675,4.33931199969533,3.91529276895125,4.82323405707147,4.18676368125735,4.49718237525679,2,76.6547826782408,25.4680480768253,129.574123232586,99.324762571175
"Congo DR","Middle Africa","Africa","Low income","Mixed","Miscellaneous demersal fishes","Marine","Small-scale",123.765,4.19830439766328,3.97850443728668,4.4082134565357,4.12709883026392,4.27540908305788,3,66.5733533518699,26.1060578569022,126.407442214701,84.1536731686536
"Madagascar","Eastern Africa","Africa","Low income","Mixed","Miscellaneous demersal fishes","Marine","Small-scale",12.3578,2.45838305489401,2.01222681678402,2.86481631895259,2.2936160052199,2.5883972140563,3,11.685900795183,26.1060578569022,126.407442214701,14.7718482949383
"Mexico","North America","Americas","Upper middle income","Conodon nobilis","Miscellaneous coastal fishes","Marine","Small-scale",154.38213115,2.91529973088664,2.39775630598448,3.45784487921787,2.72901492791543,3.09685362667843,4,18.4543429104364,28.4627740735292,115.940912557397,21.3961335768312
"Malawi","Eastern Africa","Africa","Low income","Copadichromis virginalis","Tilapias and other cichlids","Inland","Small-scale",8305.552,2.56575597817049,1.95200432263318,3.10915251605271,2.32493232493487,2.71668358847108,5,13.010490299494,38.0469312529315,86.7349846972412,11.2846467703022
"Gambia","Western Africa","Africa","Low income","Coptodon discolor","Tilapias and other cichlids","Inland","Small-scale",8.15,2.87541861861951,2.42550604711802,3.33903763280747,2.70650610470172,3.01699433890666,4,17.7328458673697,35.0908060722729,94.0417268615413,16.6762744753699
"Guinea","Western Africa","Africa","Low income","Coptodon discolor","Tilapias and other cichlids","Inland","Small-scale",6619.1637010675,2.15127812912854,1.70268616021654,2.61389169300442,1.95948820536665,2.27486866121806,4,8.59583796992093,35.0908060722729,94.0417268615413,8.08367446513369
"Senegal","Western Africa","Africa","Lower middle income","Coptodon discolor","Tilapias and other cichlids","Inland","Small-scale",1817.06,3.08728699622624,2.63715738681775,3.54824224893846,2.93924650685319,3.24475315677134,4,21.9175348871128,35.0908060722729,94.0417268615413,20.6116282933216
"Nigeria","Western Africa","Africa","Lower middle income","Mixed","Miscellaneous freshwater fishes","Inland","Small-scale",1071.6,3.89996897082992,3.72761177291159,4.07113383975012,3.84005403249227,3.95887020412756,5,49.4009162123167,30.8589355685442,106.938231640233,52.8284662115246
"Mexico","North America","Americas","Upper middle income","Coryphaena hippurus","Miscellaneous pelagic fishes","Inland","Small-scale",0.325,3.14709473444305,2.84507699836957,3.44916442025844,3.04924034883819,3.25513419449189,3,23.2683655057948,30.4762093302678,108.28118301191,25.1952614372097
"Brazil","South America","Americas","Upper middle income","Coryphaena hippurus","Miscellaneous pelagic fishes","Marine","Small-scale",0.254075,3.43009071575933,3.10776096372894,3.76109008756578,3.31333878905072,3.53726446894469,3,30.8794438748207,30.4762093302678,108.28118301191,33.4366271351545
"Ghana","Western Africa","Africa","Lower middle income","Coryphaena hippurus","Miscellaneous pelagic fishes","Marine","Small-scale",273.9025,3.20604412052449,2.8782057268194,3.51872140314078,3.11490867133252,3.33478590830803,3,24.6812567743047,30.4762093302678,108.28118301191,26.7251568174242
"Maldives","Southern Asia","Asia","Upper middle income","Coryphaena hippurus","Miscellaneous pelagic fishes","Marine","Small-scale",5.7,3.29995657494115,2.94543670839355,3.67205347134727,3.16549451355269,3.42567424968713,3,27.1114615782804,30.4762093302678,108.28118301191,29.3566113287814
"Mexico","North America","Americas","Upper middle income","Coryphaena hippurus","Miscellaneous pelagic fishes","Marine","Small-scale",141.2981238955,3.11724312554084,2.82690775700927,3.42512709634621,3.0038600180611,3.20863866803697,3,22.5840323987959,30.4762093302678,108.28118301191,24.4542574532091
"Peru","South America","Americas","Upper middle income","Coryphaena hippurus","Miscellaneous pelagic fishes","Marine","Small-scale",8411.82509999999,2.63905805506497,2.31841147203832,2.98754880773811,2.53087850890636,2.76094836831543,3,14.0000101562997,30.4762093302678,108.28118301191,15.1593766190288
"Saint Lucia","Caribbean","Americas","Upper middle income","Coryphaena hippurus","Miscellaneous pelagic fishes","Marine","Small-scale",427.480463259999,4.01530398739913,3.52911376909598,4.48545970616429,3.83435980195387,4.16040136729589,3,55.4401459469613,30.4762093302678,108.28118301191,60.031245894899
"Saint Vincent and the Grenadines","Caribbean","Americas","Upper middle income","Coryphaena hippurus","Miscellaneous pelagic fishes","Marine","Small-scale",74.2,4.11955682712731,3.77832682987721,4.4676461014725,4.00216368241594,4.23259565002614,3,61.5319669224859,30.4762093302678,108.28118301191,66.6275417141648
"Senegal","Western Africa","Africa","Lower middle income","Coryphaena hippurus","Miscellaneous pelagic fishes","Marine","Small-scale",264.448,3.18721108595829,2.89374057088332,3.49321687326089,3.09956155620125,3.30778023884048,3,24.2207834771954,30.4762093302678,108.28118301191,26.2265508838604
"Senegal","Western Africa","Africa","Lower middle income","Mixed","Miscellaneous pelagic fishes","Marine","Small-scale",49.795,3.25612596584473,3.13965236490668,3.38125989031024,3.21692114762031,3.2985331863228,3,25.9488155712731,29.028954026933,113.679604058013,29.4985107991672
"Egypt","Northern Africa","Africa","Lower middle income","Ctenopharyngodon idella","Carps, barbels and other cyprinids","Inland","Small-scale",3867.2,2.96999411376233,2.53052056002121,3.43556531753646,2.82498768209195,3.13995779786112,3,19.4918048622974,28.8128406988735,114.532268251114,22.3244062318702
"Mexico","North America","Americas","Upper middle income","Ctenopharyngodon idella","Carps, barbels and other cyprinids","Inland","Small-scale",551.140751596375,2.7510357210423,2.29527197672329,3.18428450414874,2.59928894795023,2.90976388723423,3,15.6588416801519,28.8128406988735,114.532268251114,17.9344265581288
"Mexico","North America","Americas","Upper middle income","Ctenopharyngodon idella","Carps, barbels and other cyprinids","Marine","Small-scale",429.089991975,2.75231512006686,2.29758351345982,3.1864562640219,2.60115423534184,2.91158650363626,3,15.6788884080708,28.8128406988735,114.532268251114,17.9573865303245
"Senegal","Western Africa","Africa","Lower middle income","Ctenopoma kingsleyae","Miscellaneous freshwater fishes","Inland","Small-scale",0.15,3.16885893051781,2.64206240220829,3.70343025797943,2.96456833963331,3.32940763315334,5,23.7803338558316,38.4893830676074,85.7379291895503,20.3887658023515
"Nigeria","Western Africa","Africa","Lower middle income","Mixed","Miscellaneous freshwater fishes","Marine","Small-scale",40922.6,3.8758714499099,3.70348119461796,4.05460074965748,3.81797262409198,3.93931934617758,5,48.2247054000708,30.8589355685442,106.938231640233,51.5706471685476
"Nigeria","Western Africa","Africa","Lower middle income","Mixed","Miscellaneous freshwater fishes","Inland","Small-scale",22997.6,3.86161066297305,3.68878675276969,4.03948271236959,3.80387385003579,3.92421988813723,5,47.5418636540178,30.8589355685442,106.938231640233,50.8404282804173
"Gambia","Western Africa","Africa","Low income","Mixed","Flounders, halibuts, soles","Marine","Small-scale",1190.7,2.97577710028604,2.78210720507237,3.17108258011915,2.91772204865578,3.05362163524134,4,19.6048522678975,29.2288683071315,112.902079044738,22.1342858041058
"Ghana","Western Africa","Africa","Lower middle income","Mixed","Flounders, halibuts, soles","Marine","Small-scale",387.52975,3.24040488410524,3.02813557677417,3.45419123521478,3.1589082618469,3.30378567156804,4,25.5440620386031,29.2288683071315,112.902079044738,28.8397771140606
"Guinea","Western Africa","Africa","Low income","Mixed","Flounders, halibuts, soles","Marine","Small-scale",1559.028,2.28479327185016,2.08204199008818,2.48619038605441,2.21416512913195,2.35439156456196,4,9.8236551880268,29.7723379129117,110.841144207518,10.8886518134101
"Guinea Bissau","Western Africa","Africa","Low income","Mixed","Flounders, halibuts, soles","Marine","Small-scale",1.561,2.25877157204943,1.97872101201867,2.53098704307126,2.15550065150933,2.34333392505636,4,9.57132425982887,29.7723379129117,110.841144207518,10.6089653254061
"Liberia","Western Africa","Africa","Low income","Mixed","Flounders, halibuts, soles","Marine","Small-scale",468.83,2.79490229684926,2.5223744499948,3.06427876532327,2.69195317377907,2.87897888299167,4,16.3610301508692,29.7723379129117,110.841144207518,18.1347530233605
"Gambia","Western Africa","Africa","Low income","Cynoglossus senegalensis","Flounders, halibuts, soles","Inland","Small-scale",168.925,3.12439879153474,2.60450773324214,3.59825641638863,2.94741042158303,3.283761625643,4,22.7462157644043,27.9157558812633,118.212811934457,26.8889412637812
"Senegal","Western Africa","Africa","Lower middle income","Cynoglossus senegalensis","Flounders, halibuts, soles","Inland","Small-scale",0.145,3.3996825617243,2.93022368793287,3.91580619880734,3.25257273473219,3.58712045249459,4,29.9545898046825,27.9157558812633,118.212811934457,35.4101629115474
"Senegal","Western Africa","Africa","Lower middle income","Cynoponticus ferox","Miscellaneous demersal fishes","Marine","Small-scale",133.02,2.82220536980959,2.37513399995079,3.26304492034596,2.68319842513964,2.99318840551567,3,16.8138906605357,24.0629236832314,137.140442426772,23.0586440410124
"Mexico","North America","Americas","Upper middle income","Mixed","Miscellaneous coastal fishes","Inland","Small-scale",14.213051420875,3.21210665824578,3.1299879247383,3.29745775382911,3.18571579419629,3.24347214296276,3,24.8313423144408,31.2116762106967,105.729662762202,26.2540944883863
"Brazil","South America","Americas","Upper middle income","Mixed","Miscellaneous coastal fishes","Marine","Small-scale",1.00625,3.5070890099022,3.33937584504726,3.67297046643039,3.44391177732056,3.56106565739313,3,33.3510417882494,31.2116762106967,105.729662762202,35.2619440103971
"Mexico","North America","Americas","Upper middle income","Mixed","Miscellaneous coastal fishes","Marine","Small-scale",2267.6593025,3.18689177514858,3.09325970720605,3.28242772599898,3.1584274406112,3.22319222426435,3,24.2130507538482,31.2116762106967,105.729662762202,25.6003769064845
"Mexico","North America","Americas","Upper middle income","Cynoscion acoupa","Miscellaneous coastal fishes","Inland","Small-scale",1.924,3.29134396465044,2.86006405553091,3.74917456671823,3.14861212694735,3.45251936759416,3,26.8789637689728,31.405211522489,105.078101372981,28.2439047971679
"Brazil","South America","Americas","Upper middle income","Cynoscion acoupa","Miscellaneous coastal fishes","Marine","Small-scale",6.75,3.56480278609687,3.10003722759087,4.01941691428989,3.41241983855716,3.7221081965407,3,35.3324846599285,31.405211522489,105.078101372981,37.1267040485524
"Mexico","North America","Americas","Upper middle income","Cynoscion acoupa","Miscellaneous coastal fishes","Marine","Small-scale",2814.0611511525,3.25294966754545,2.81218965010209,3.70150264901117,3.12173076533022,3.42520901842586,3,25.8665251511512,31.405211522489,105.078101372981,27.1800535199942
"Mexico","North America","Americas","Upper middle income","Cynoscion arenarius","Miscellaneous coastal fishes","Inland","Small-scale",221.046471336,3.03537505561785,2.54524744069654,3.50903194874044,2.85986291874982,3.19115168115592,3,20.8087808862792,33.6791002136326,97.9836153302049,20.389195818517
"Mexico","North America","Americas","Upper middle income","Cynoscion arenarius","Miscellaneous coastal fishes","Marine","Small-scale",33.98051629975,3.0439989839515,2.54833477688807,3.51269230189057,2.8847038813774,3.2168416814449,3,20.9890103473281,33.6791002136326,97.9836153302049,20.5657911603428
"Brazil","South America","Americas","Upper middle income","Cynoscion leiarchus","Miscellaneous coastal fishes","Marine","Small-scale",11.75,3.4263290077396,2.89334695764368,3.98114357780738,3.21679711446147,3.59690960524158,4,30.7635026284287,29.4555061487441,112.033382938174,34.4653927049028
"Mexico","North America","Americas","Upper middle income","Cynoscion nebulosus","Miscellaneous coastal fishes","Inland","Small-scale",121.594603175,3.31716697894655,2.8356479622966,3.77415178753223,3.16954686733414,3.49081453344021,3,27.5820990993915,31.3050584419557,105.414273738498,29.0754694474563
"Mexico","North America","Americas","Upper middle income","Cynoscion nebulosus","Miscellaneous coastal fishes","Marine","Small-scale",139.74493436,3.31631995095269,2.83527168008787,3.77436869066606,3.16811531262718,3.48938170784191,3,27.5587461810089,31.3050584419557,105.414273738498,29.0508521381467
"Mexico","North America","Americas","Upper middle income","Cynoscion nothus","Miscellaneous coastal fishes","Marine","Small-scale",0.7465,3.17982415842962,2.61912228043304,3.70070423887892,2.98583966276976,3.35143778158473,4,24.0425255049015,35.4177367285428,93.1736554848962,22.4012998838052
"Mexico","North America","Americas","Upper middle income","Cynoscion othonopterus","Miscellaneous coastal fishes","Inland","Small-scale",418.44210625,3.33673195104022,2.76827078859106,3.85060927661779,3.18390368256785,3.54199785787607,3,28.1270557458791,32.798607864204,100.614026475239,28.299763314864
"Mexico","North America","Americas","Upper middle income","Cynoscion parvipinnis","Miscellaneous coastal fishes","Marine","Small-scale",0.4,3.04475584247647,2.51473075306297,3.58219958838835,2.85542665107326,3.21041347902418,3,21.0049020718752,26.9141972641602,122.611867915317,25.7545027841094
"Mexico","North America","Americas","Upper middle income","Cynoscion reticulatus","Miscellaneous coastal fishes","Inland","Small-scale",30.62606793925,3.21097980268713,2.73604836687052,3.68821230147714,3.05617248487529,3.38169493490455,4,24.8033767378671,29.8003983398539,110.736774802997,27.4664594417507
"Mexico","North America","Americas","Upper middle income","Cynoscion reticulatus","Miscellaneous coastal fishes","Marine","Small-scale",212.7585600075,3.20144712493147,2.72929919536041,3.68293492827896,3.04137723720602,3.36663023092108,4,24.5680575332365,29.8003983398539,110.736774802997,27.2058745440508
"Mexico","North America","Americas","Upper middle income","Cynoscion xanthulus","Miscellaneous coastal fishes","Inland","Small-scale",2.12,3.45836957234957,2.96177900877255,3.92680969652597,3.30235207780545,3.62476053737405,3,31.7651435028751,28.9669902004236,113.922778209513,36.187733980714
"Mexico","North America","Americas","Upper middle income","Cynoscion xanthulus","Miscellaneous coastal fishes","Marine","Small-scale",9.0029336435,3.45109111343795,2.95880016744988,3.92492885842888,3.28988333388987,3.61211395193457,3,31.5347815679765,28.9669902004236,113.922778209513,35.9252992645403
"Guinea","Western Africa","Africa","Low income","Cyphomyrus discorhynchus","Miscellaneous freshwater fishes","Inland","Small-scale",903.2508380225,2.27968057145985,1.76069503122902,2.83032974155005,2.07979063582493,2.45085813506212,4,9.77355795750484,33.6852285989184,97.9657890790138,9.57474317416436
"Turkey","Western Asia","Asia","Upper middle income","Mixed","Carps, barbels and other cyprinids","Inland","Small-scale",4539.88,3.8475961972464,3.64012971218719,4.04622629516638,3.77477219476091,3.91678532855207,5,46.88023683731,39.2757087505733,84.0213991033793,39.3894308936856
"Mexico","North America","Americas","Upper middle income","Mixed","Carps, barbels and other cyprinids","Inland","Small-scale",2702.29929248375,2.76095430464353,2.57269162850556,2.95404114454667,2.69063068069222,2.82315903322978,3,15.8149280084796,19.6689975895996,167.776725019527,26.5337682768231
"Mexico","North America","Americas","Upper middle income","Mixed","Carps, barbels and other cyprinids","Marine","Small-scale",180.62368775,2.77491480036461,2.58887768816755,2.96504984759012,2.703097017636,2.8332101799229,3,16.0372605686939,19.6689975895996,167.776725019527,26.9067905650026
"Mexico","North America","Americas","Upper middle income","Cyprinus acutidorsalis","Carps, barbels and other cyprinids","Marine","Small-scale",55.2191074475,2.66295631350047,2.12454157464496,3.21818391147068,2.49286170399341,2.86670654984501,2,14.3386159460345,20.7314421332874,159.1785066752,22.8239947407898
"Egypt","Northern Africa","Africa","Lower middle income","Cyprinus carpio","Carps, barbels and other cyprinids","Inland","Small-scale",354.6,2.8535390767403,2.46116490754552,3.24875506444616,2.72092787585538,2.99105575839535,3,17.3490730202922,17.4979097615685,188.59395464754,32.7193029036584
"Kenya","Eastern Africa","Africa","Lower middle income","Cyprinus carpio","Carps, barbels and other cyprinids","Inland","Small-scale",1574.71593659451,2.95073525993796,2.5336509662134,3.37282425370258,2.80810674066402,3.09118329841476,3,19.1200067362583,17.4979097615685,188.59395464754,36.0591768327856
"Mexico","North America","Americas","Upper middle income","Cyprinus carpio","Carps, barbels and other cyprinids","Inland","Small-scale",3239.0479649185,2.61329333081463,2.22697594753509,2.99287785519946,2.4795690865642,2.74403374769597,3,13.6439108539186,17.4979097615685,188.59395464754,25.73159104799
"Senegal","Western Africa","Africa","Lower middle income","Cyprinus carpio","Carps, barbels and other cyprinids","Inland","Small-scale",3.21,2.72111049809045,2.34809256862008,3.11348876439438,2.5851492615666,2.84889565859543,3,15.1971893275175,17.4979097615685,188.59395464754,28.6609803480391
"Mexico","North America","Americas","Upper middle income","Cyprinus carpio","Carps, barbels and other cyprinids","Marine","Small-scale",14.6531333333333,2.64058593104211,2.26231728174117,3.0255774967507,2.51863251969265,2.78011869838786,3,14.0214167846695,17.4979097615685,188.59395464754,26.4435444118222
"Mexico","North America","Americas","Upper middle income","Cyprinus rubrofuscus","Carps, barbels and other cyprinids","Inland","Small-scale",148.7999979175,2.82242716749088,2.26483484956881,3.36427862090985,2.65958826144763,3.03644248348095,5,16.8176203561014,22.9487287019741,143.798815300655,24.1835388338356
"Philippines","South-Eastern Asia","Asia","Lower middle income","Cypselurus opisthopus","Miscellaneous pelagic fishes","Marine","Small-scale",5145.76666666667,2.74800355534247,2.26798681535787,3.22009521425088,2.57538033572726,2.9091086703761,4,15.6114333887305,35.7614925485545,92.2780277003115,14.4059228268685
"Ghana","Western Africa","Africa","Lower middle income","Dactylopterus volitans","Reef-associated fishes","Marine","Small-scale",455.24725,2.98377370823322,2.52365221170469,3.43048319373736,2.83912590359903,3.1484942070541,3,19.762253082892,30.3053998719128,108.891485146132,21.5194108802984
"Senegal","Western Africa","Africa","Lower middle income","Dactylopterus volitans","Reef-associated fishes","Marine","Small-scale",66.632,2.97460761409732,2.52753934382352,3.40205479118945,2.81594321366117,3.11558722942649,3,19.5819380654717,30.3053998719128,108.891485146132,21.323063179888
"Egypt","Northern Africa","Africa","Lower middle income","Dalophis imberbis","Miscellaneous coastal fishes","Inland","Small-scale",2805.2,3.47549247426954,2.92297806548493,3.99634668036428,3.32471880726832,3.68731187220405,3,32.3137383033807,24.7588087421972,133.28589571338,43.0696555361383
"Senegal","Western Africa","Africa","Lower middle income","Mixed","Sharks, rays, chimaeras","Marine","Small-scale",298.63,2.85440430915147,2.73113469087736,2.98009497131235,2.8131407499933,2.89895462834843,3,17.3640904964399,25.2751447757543,130.563050351569,22.6710862179588
"Gambia","Western Africa","Africa","Low income","Mixed","Miscellaneous pelagic fishes","Marine","Small-scale",942.64,2.90363386082131,2.77146908362771,3.04073833010715,2.85139609572801,2.94413769351441,4,18.2403078240316,34.1758440076436,96.5594294982718,17.6127371736136
"Ghana","Western Africa","Africa","Lower middle income","Mixed","Miscellaneous pelagic fishes","Marine","Small-scale",1387.206,3.15862092659406,2.99553621613297,3.32402430955616,3.09491448073175,3.20625213481568,4,23.5381127505522,34.1758440076436,96.5594294982718,22.7282673865932
"Philippines","South-Eastern Asia","Asia","Lower middle income","Decapterus macrosoma","Reef-associated fishes","Marine","Small-scale",20447.6866666667,2.91004272108833,2.44707498060748,3.36293244333344,2.75296566321274,3.05591931788488,4,18.3575828061826,30.564822843651,107.967254280536,19.8201781081111
"Mexico","North America","Americas","Upper middle income","Decapterus muroadsi","Miscellaneous pelagic fishes","Marine","Small-scale",4.7125,3.10882800287995,2.58567098038346,3.64940335424693,2.91888473818782,3.28378812720411,5,22.3947823937844,36.7864117213976,89.7070370709868,20.089695743959
