"country","subregion","region","status","species","species_functional_group","marine_inland","scale","catch_avg_annuaL_tonnes","calcium","iron","selenium","zinc","vitamin_a","omega_3","protein","ca_rni","fe_rni","se_rni","zn_rni","vita_rni","om_rni","nutrient_density","lmat"
"Guinea","Western Africa","Africa","Low income","Mixed","Miscellaneous coastal fishes","Marine","Large-scale",8834.92,72.7479059167765,1.00248723138013,34.7463018188612,0.84749552214091,23.5504516123581,0.428775890795908,19.3708268552768,7.27479059167765,3.40982051489839,100,17.2958269824676,4.71009032247161,38.9796264359916,171.670154847507,29.04
"Senegal","Western Africa","Africa","Lower middle income","Mixed","Miscellaneous coastal fishes","Marine","Large-scale",51.75,72.7479059167765,1.00248723138013,34.7463018188612,0.84749552214091,23.5504516123581,0.428775890795908,19.3708268552768,7.27479059167765,3.40982051489839,100,17.2958269824676,4.71009032247161,38.9796264359916,171.670154847507,29.04
"Turkey","Western Asia","Asia","Upper middle income","Mixed","Miscellaneous coastal fishes","Marine","Large-scale",30.8559999999999,72.7479059167765,1.00248723138013,34.7463018188612,0.84749552214091,23.5504516123581,0.428775890795908,19.3708268552768,7.27479059167765,3.40982051489839,100,17.2958269824676,4.71009032247161,38.9796264359916,171.670154847507,29.04
"China","Eastern Asia","Asia","Upper middle income","Pampus argenteus","Miscellaneous pelagic fishes","Marine","Large-scale",104200.8,36.5409658868778,0.487308056599073,76.1941840639629,0.526084275329143,6.30946367310923,0.288580402270704,18.0794663206787,3.65409658868778,1.65751039659549,100,10.7364137822274,1.26189273462185,26.2345820246095,143.544495526742,19
"India","Southern Asia","Asia","Lower middle income","Pampus argenteus","Miscellaneous pelagic fishes","Marine","Large-scale",4672.9143,36.5409658868778,0.487308056599073,76.1941840639629,0.526084275329143,6.30946367310923,0.288580402270704,18.0794663206787,3.65409658868778,1.65751039659549,100,10.7364137822274,1.26189273462185,26.2345820246095,143.544495526742,19
"India","Southern Asia","Asia","Lower middle income","Pampus argenteus","Miscellaneous pelagic fishes","Marine","Small-scale",1793.7739,36.5409658868778,0.487308056599073,76.1941840639629,0.526084275329143,6.30946367310923,0.288580402270704,18.0794663206787,3.65409658868778,1.65751039659549,100,10.7364137822274,1.26189273462185,26.2345820246095,143.544495526742,19
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Pampus argenteus","Miscellaneous pelagic fishes","Marine","Large-scale",6005.94258907184,36.5409658868778,0.487308056599073,76.1941840639629,0.526084275329143,6.30946367310923,0.288580402270704,18.0794663206787,3.65409658868778,1.65751039659549,100,10.7364137822274,1.26189273462185,26.2345820246095,143.544495526742,19
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Pampus argenteus","Miscellaneous pelagic fishes","Marine","Small-scale",2089.989557193,36.5409658868778,0.487308056599073,76.1941840639629,0.526084275329143,6.30946367310923,0.288580402270704,18.0794663206787,3.65409658868778,1.65751039659549,100,10.7364137822274,1.26189273462185,26.2345820246095,143.544495526742,19
"Thailand","South-Eastern Asia","Asia","Upper middle income","Pampus argenteus","Miscellaneous pelagic fishes","Marine","Large-scale",640,36.5409658868778,0.487308056599073,76.1941840639629,0.526084275329143,6.30946367310923,0.288580402270704,18.0794663206787,3.65409658868778,1.65751039659549,100,10.7364137822274,1.26189273462185,26.2345820246095,143.544495526742,19
"Thailand","South-Eastern Asia","Asia","Upper middle income","Pampus argenteus","Miscellaneous pelagic fishes","Marine","Small-scale",17,36.5409658868778,0.487308056599073,76.1941840639629,0.526084275329143,6.30946367310923,0.288580402270704,18.0794663206787,3.65409658868778,1.65751039659549,100,10.7364137822274,1.26189273462185,26.2345820246095,143.544495526742,19
"Bangladesh","Southern Asia","Asia","Lower middle income","Pampus chinensis","Miscellaneous pelagic fishes","Marine","Large-scale",428.25,80.4936563677127,0.546744724365432,127.993704361729,0.845067184712683,26.6505533179668,0.452316635801566,16.0088319522383,8.04936563677127,1.85967593321575,100,17.246269075769,5.33011066359336,41.1196941637788,173.605115473128,26.4
"Bangladesh","Southern Asia","Asia","Lower middle income","Pampus chinensis","Miscellaneous pelagic fishes","Marine","Small-scale",13368.4,80.4936563677127,0.546744724365432,127.993704361729,0.845067184712683,26.6505533179668,0.452316635801566,16.0088319522383,8.04936563677127,1.85967593321575,100,17.246269075769,5.33011066359336,41.1196941637788,173.605115473128,26.4
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Pangasianodon hypophthalmus","Freshwater catfishes","Inland","Small-scale",17925.5,143.598827780602,0.61248501420964,91.9713583365924,0.86925639977531,6.4109935472526,0.160404203459856,15.852995461282,14.3598827780602,2.08328236125728,100,17.7399265260267,1.28219870945052,14.5822003145324,150.047490689327,67.5
"Thailand","South-Eastern Asia","Asia","Upper middle income","Pangasianodon hypophthalmus","Freshwater catfishes","Inland","Small-scale",5056.382,143.598827780602,0.61248501420964,91.9713583365924,0.86925639977531,6.4109935472526,0.160404203459856,15.852995461282,14.3598827780602,2.08328236125728,100,17.7399265260267,1.28219870945052,14.5822003145324,150.047490689327,67.5
"Bangladesh","Southern Asia","Asia","Lower middle income","Pangasius pangasius","Freshwater catfishes","Inland","Small-scale",58837,14.3941408665828,0.374436316407002,108.713558379619,1.32814816217906,9.0608886200814,0.343404484795659,15.4284989030986,1.43941408665828,1.27359291294899,100,27.1050645342666,1.81217772401628,31.2185895268781,162.848838784768,141.4
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Panna microdon","Miscellaneous coastal fishes","Marine","Large-scale",13.3668872533333,267.134501685135,1.07240623684657,68.7809679686278,1.62052180197186,23.1569912432739,0.351069785156746,17.5059586616114,26.7134501685135,3.6476402613829,100,33.0718735096299,4.63139824865478,31.9154350142497,199.979797202431,18.5
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Panna microdon","Miscellaneous coastal fishes","Marine","Small-scale",2.37951160890076,267.134501685135,1.07240623684657,68.7809679686278,1.62052180197186,23.1569912432739,0.351069785156746,17.5059586616114,26.7134501685135,3.6476402613829,100,33.0718735096299,4.63139824865478,31.9154350142497,199.979797202431,18.5
"Gambia","Western Africa","Africa","Low income","Papyrocranus afer","Miscellaneous freshwater fishes","Inland","Small-scale",95.0666666666667,132.061272365168,1.29493854475431,84.6976802744156,1.34022543078444,15.4586880713384,0.303561808594179,17.5904825866562,13.2061272365168,4.40455287331398,100,27.351539403764,3.09173761426767,27.5965280540163,175.650485181879,31.6
"Senegal","Western Africa","Africa","Lower middle income","Papyrocranus afer","Miscellaneous freshwater fishes","Inland","Small-scale",2.785,132.061272365168,1.29493854475431,84.6976802744156,1.34022543078444,15.4586880713384,0.303561808594179,17.5904825866562,13.2061272365168,4.40455287331398,100,27.351539403764,3.09173761426767,27.5965280540163,175.650485181879,31.6
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Paracaesio kusakarii","Miscellaneous coastal fishes","Marine","Large-scale",393.905305566667,103.786192953887,0.65122495358327,76.3279260619604,0.897520357327712,22.7485669009751,0.257308640328338,18.5803028046924,10.3786192953887,2.21505086252813,100,18.3167419862798,4.54971338019502,23.3916945753034,158.851820099695,31.4
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Paracaesio kusakarii","Miscellaneous coastal fishes","Marine","Small-scale",65.7103424761876,103.786192953887,0.65122495358327,76.3279260619604,0.897520357327712,22.7485669009751,0.257308640328338,18.5803028046924,10.3786192953887,2.21505086252813,100,18.3167419862798,4.54971338019502,23.3916945753034,158.851820099695,31.4
"Congo DR","Middle Africa","Africa","Low income","Parachanna obscura","Miscellaneous freshwater fishes","Inland","Small-scale",799.67,147.674821653647,1.16200386902479,74.386925868232,1.6108157910508,24.121419531397,0.206946806465828,17.7867128777969,14.7674821653647,3.95239411232921,100,32.873791654098,4.82428390627939,18.813346042348,175.231297880419,29
"Nigeria","Western Africa","Africa","Lower middle income","Mixed","Miscellaneous freshwater fishes","Inland","Small-scale",10902.6,115.296442118686,0.954586705463429,35.2346842500411,1.27871048061058,67.4393295497082,0.338723852237077,18.3887902908862,11.5296442118686,3.24689355599806,100,26.0961322573589,13.4878659099416,30.7930774760979,185.153613411265, 
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Parachela oxygastroides","Carps, barbels and other cyprinids","Inland","Small-scale",2181.25,367.669098573085,1.56496141059095,38.8375502502412,2.39894993079219,177.056190868517,0.346851391198252,17.5238461480339,36.7669098573085,5.32299799520733,100,48.9581618529018,35.4112381737033,31.5319446543865,257.991252533507,12.9
"Gambia","Western Africa","Africa","Low income","Parachelon grandisquamis","Miscellaneous coastal fishes","Inland","Small-scale",443.35,152.743553153471,1.69217776132806,44.9567484445089,2.15985885765178,18.4074034032417,0.637255303014112,17.2654477231113,15.2743553153471,5.75570667118389,100,44.0787521969751,3.68148068064834,57.9323002740102,226.722595138165,30.6
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Paragaleus tengi","Sharks, rays, chimaeras","Marine","Large-scale",0.313467621,45.1650466205869,0.554300078238809,50.4628220211498,0.662705815350498,40.8904152645708,0.155616083370237,18.5852480515542,4.51650466205869,1.88537441577826,100,13.5246084765408,8.17808305291416,14.1469166700215,142.251487277313,47.8
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Paragaleus tengi","Sharks, rays, chimaeras","Marine","Small-scale",0.217538494514039,45.1650466205869,0.554300078238809,50.4628220211498,0.662705815350498,40.8904152645708,0.155616083370237,18.5852480515542,4.51650466205869,1.88537441577826,100,13.5246084765408,8.17808305291416,14.1469166700215,142.251487277313,47.8
"Egypt","Northern Africa","Africa","Lower middle income","Parailia pellucida","Freshwater catfishes","Inland","Small-scale",2062.6,439.546158298644,1.58483805888694,56.6761047998335,2.32389039959309,52.3717272148358,0.264987421603313,15.9901816675464,43.9546158298644,5.39060564247258,100,47.4263346855732,10.4743454429672,24.0897656003012,231.335667201179,7.2
"Mexico","North America","Americas","Upper middle income","Mixed","Miscellaneous coastal fishes","Marine","Small-scale",1.33825,58.7128157143147,0.750090006753724,39.7990519941848,0.796422850528051,63.6239161084355,0.265936716788631,18.4426582244236,5.87128157143147,2.55132655358409,100,16.253527561797,12.7247832216871,24.1760651626028,161.576984071102,27.3413043478261
"Mexico","North America","Americas","Upper middle income","Paralabrax auroguttatus","Miscellaneous coastal fishes","Marine","Small-scale",562.760410025,46.8800729333644,0.909639621571944,34.2833963571976,0.596597564846357,28.2578945108486,0.386022087261832,18.376496159123,4.68800729333644,3.09401231827192,100,12.1754605070685,5.65157890216973,35.0929170238029,160.70197604465,32.1
"Peru","South America","Americas","Upper middle income","Paralabrax humeralis","Miscellaneous coastal fishes","Marine","Small-scale",1691.8,98.0587739910501,0.775562110209731,67.5663878344334,0.944234496515601,42.5812671338083,0.259053519257693,17.6265314749619,9.80587739910501,2.63796636125759,100,19.2700917656245,8.51625342676166,23.5503199325176,163.780508885266,31.3
"Mexico","North America","Americas","Upper middle income","Paralabrax loro","Miscellaneous coastal fishes","Marine","Small-scale",0.6,145.722892021,0.738056397491842,69.6636128201901,1.00851781026327,26.7711474025761,0.275433044352614,18.0183428535025,14.5722892021,2.5103959098362,100,20.5819961278218,5.35422948051523,25.0393676684194,168.058278388693,22.8
"Mexico","North America","Americas","Upper middle income","Paralabrax maculatofasciatus","Reef-associated fishes","Marine","Small-scale",18.247,24.0236808830503,0.823022508891365,19.9557922344433,0.666397141551996,70.7205080571529,0.230531136830447,19.3254641418064,2.40236808830503,2.79939628874614,76.7530470555513,13.5999416643264,14.1441016114306,20.9573760754952,130.656230783855,20.4
"Mexico","North America","Americas","Upper middle income","Paralabrax nebulifer","Reef-associated fishes","Marine","Small-scale",3488.22559375,22.231189860496,0.679162134073142,21.0897160190216,0.80127322435787,39.3059717129932,0.192975035047501,19.200702817199,2.2231189860496,2.31007528596307,81.1142923808524,16.3525147828137,7.86119434259864,17.5431850043183,127.404380782596,37.6
"Mexico","North America","Americas","Upper middle income","Mixed","Flounders, halibuts, soles","Inland","Small-scale",1.21199166675,63.694584252857,1.0321735705347,31.8991878768518,0.562620650857603,16.0955107218723,0.384816531534296,16.3190541920482,6.3694584252857,3.51079445760103,100,11.4820540991347,3.21910214437445,34.9833210485723,159.564730174968,26.1483870967742
"Mexico","North America","Americas","Upper middle income","Mixed","Flounders, halibuts, soles","Marine","Small-scale",1413.005193844,63.694584252857,1.0321735705347,31.8991878768518,0.562620650857603,16.0955107218723,0.384816531534296,16.3190541920482,6.3694584252857,3.51079445760103,100,11.4820540991347,3.21910214437445,34.9833210485723,159.564730174968,26.1483870967742
"Brazil","South America","Americas","Upper middle income","Paralichthys brasiliensis","Flounders, halibuts, soles","Marine","Small-scale",12.5,61.2393423034949,1.17619449041449,34.920243235167,0.563692779988487,16.0682218585961,0.504790485810851,15.7816907025282,6.12393423034948,4.00066153202209,100,11.5039342854793,3.21364437171922,45.8900441646228,170.732218584193,53.5
"Saint Vincent and the Grenadines","Caribbean","Americas","Upper middle income","Paralichthys dentatus","Flounders, halibuts, soles","Marine","Small-scale",0.001,29.0920249875334,0.32649807179654,20.8924954854205,0.396491310605827,14.9216054418689,0.834081151255396,15.4236929379374,2.90920249875334,1.1105376591719,80.3557518670019,8.09165940011892,2.98432108837378,75.825559205036,171.277031718456,45.6
"Peru","South America","Americas","Upper middle income","Paralonchurus peruanus","Miscellaneous coastal fishes","Marine","Small-scale",2401.6,111.247870736621,0.921291241995012,79.5989220344938,1.22251192729035,7.50558575897825,0.186955401276051,18.6661675112043,11.1247870736621,3.13364368025514,100,24.9492230059256,1.50111715179565,16.9959455705501,157.704716482189,29.5
"Mexico","North America","Americas","Upper middle income","Mixed","Miscellaneous coastal fishes","Marine","Small-scale",258.383736,36.190506451027,0.785981883591017,25.7719841329084,0.987765924100226,117.586632030032,0.188101761249277,18.4733346610337,3.6190506451027,2.67340776731638,99.1230158958016,20.1584882469434,23.5173264060065,17.1001601135707,166.191449074741,27.3413043478261
"Mexico","North America","Americas","Upper middle income","Paranthias colonus","Reef-associated fishes","Marine","Small-scale",56.731932065,43.4443827076223,0.628272141140431,35.9226111832849,1.0448400537145,141.890590878024,0.15754987966221,18.3158649016312,4.34443827076223,2.13698007190623,100,21.3232664023367,28.3781181756049,14.3227163329281,170.505519253538,21.5
"Senegal","Western Africa","Africa","Lower middle income","Parapristipoma octolineatum","Miscellaneous coastal fishes","Marine","Small-scale",110.002,75.429806728943,1.07220125854909,33.8637634019644,0.746406470929625,13.2092157076885,0.354935043043778,19.4898189400837,7.5429806728943,3.64694305628941,100,15.2327851210128,2.6418431415377,32.2668220948889,161.331374086623,29
"Mexico","North America","Americas","Upper middle income","Parapsettus panamensis","Reef-associated fishes","Marine","Small-scale",5.51025,55.9055567789606,0.592672447121948,30.2827669900751,1.128117556175,59.0176165105457,0.134289683136566,19.113047501022,5.59055567789606,2.01589267728554,100,23.0228072688776,11.8035233021091,12.2081530124151,154.640931938583,19
"India","Southern Asia","Asia","Lower middle income","Parastromateus niger","Reef-associated fishes","Marine","Large-scale",1505.6888,107.583251854128,1.29229209347169,41.6170604876958,0.773933095236487,29.1555947860306,0.245609312827371,18.4426172674674,10.7583251854128,4.39555133833908,100,15.7945529640099,5.83111895720612,22.3281193479428,159.107667792911,26
"India","Southern Asia","Asia","Lower middle income","Parastromateus niger","Reef-associated fishes","Marine","Small-scale",432.35,107.583251854128,1.29229209347169,41.6170604876958,0.773933095236487,29.1555947860306,0.245609312827371,18.4426172674674,10.7583251854128,4.39555133833908,100,15.7945529640099,5.83111895720612,22.3281193479428,159.107667792911,26
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Parastromateus niger","Reef-associated fishes","Marine","Large-scale",10852.8574822244,107.583251854128,1.29229209347169,41.6170604876958,0.773933095236487,29.1555947860306,0.245609312827371,18.4426172674674,10.7583251854128,4.39555133833908,100,15.7945529640099,5.83111895720612,22.3281193479428,159.107667792911,26
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Parastromateus niger","Reef-associated fishes","Marine","Small-scale",3773.71474159257,107.583251854128,1.29229209347169,41.6170604876958,0.773933095236487,29.1555947860306,0.245609312827371,18.4426172674674,10.7583251854128,4.39555133833908,100,15.7945529640099,5.83111895720612,22.3281193479428,159.107667792911,26
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Parexocoetus brachypterus","Miscellaneous pelagic fishes","Marine","Large-scale",2.18403731410665,332.440260207014,3.40637930188708,27.3944735004324,1.17129844322115,9.94620316061586,0.439489526755572,18.6541831456986,33.2440260207014,11.5863241560785,100,23.9040498616562,1.98924063212317,39.9535933414156,210.677234011975,12.9
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Parexocoetus brachypterus","Miscellaneous pelagic fishes","Marine","Small-scale",0.910668133306095,332.440260207014,3.40637930188708,27.3944735004324,1.17129844322115,9.94620316061586,0.439489526755572,18.6541831456986,33.2440260207014,11.5863241560785,100,23.9040498616562,1.98924063212317,39.9535933414156,210.677234011975,12.9
"Philippines","South-Eastern Asia","Asia","Lower middle income","Mixed","Miscellaneous coastal fishes","Marine","Small-scale",20634.441098,50.9613823179145,0.373131954445341,65.9727503310924,0.574315099163982,234.557488168098,0.166037712647592,18.0471543697608,5.09613823179145,1.26915630763721,100,11.720716309469,46.9114976336195,15.0943375134175,180.091845995935,19.3276595744681
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Parupeneus barberinus","Reef-associated fishes","Marine","Large-scale",15.40578386,24.2535432159254,0.265164434046633,66.8982689051403,0.492957418282962,217.337475238272,0.11249910054634,18.2760543826642,2.42535432159254,0.901919843696032,100,10.0603554751625,43.4674950476544,10.2271909587582,167.082315646864,19.2
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Parupeneus barberinus","Reef-associated fishes","Marine","Small-scale",2.8837238912891,24.2535432159254,0.265164434046633,66.8982689051403,0.492957418282962,217.337475238272,0.11249910054634,18.2760543826642,2.42535432159254,0.901919843696032,100,10.0603554751625,43.4674950476544,10.2271909587582,167.082315646864,19.2
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Parupeneus cyclostomus","Reef-associated fishes","Marine","Large-scale",6923.84749983333,26.8470026283186,0.312269826040047,64.9709909842914,0.418333970743031,459.934889278795,0.13698868771952,18.3550643488643,2.68470026283186,1.06214226544234,100,8.53742797434756,91.9869778557591,12.4535170654109,216.724765423792,29
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Parupeneus cyclostomus","Reef-associated fishes","Marine","Small-scale",1146.56883469934,26.8470026283186,0.312269826040047,64.9709909842914,0.418333970743031,459.934889278795,0.13698868771952,18.3550643488643,2.68470026283186,1.06214226544234,100,8.53742797434756,91.9869778557591,12.4535170654109,216.724765423792,29
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Parupeneus indicus","Reef-associated fishes","Marine","Large-scale",0.895296330666666,40.0680467812721,0.38255663328152,60.5897764278077,0.695950044695502,294.04288032327,0.239226631896882,17.1074813286376,4.00680467812721,1.30121303837252,100,14.2030621366429,58.8085760646539,21.7478756269893,200.067531544786,26.5
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Parupeneus indicus","Reef-associated fishes","Marine","Small-scale",0.314905793864873,40.0680467812721,0.38255663328152,60.5897764278077,0.695950044695502,294.04288032327,0.239226631896882,17.1074813286376,4.00680467812721,1.30121303837252,100,14.2030621366429,58.8085760646539,21.7478756269893,200.067531544786,26.5
"Philippines","South-Eastern Asia","Asia","Lower middle income","Mixed","Miscellaneous coastal fishes","Marine","Large-scale",6266.42,72.9509387428617,0.610059971320772,48.9741535846275,0.771657620670592,134.682807789509,0.289060132695871,18.323805790658,7.29509387428617,2.07503391605705,100,15.7481147075631,26.9365615579018,26.2781938814428,178.332997937251,19.3276595744681
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Pastinachus sephen","Sharks, rays, chimaeras","Marine","Large-scale",2975.86063083333,14.2156416848623,0.495177640709939,33.814213540566,0.883401067242911,35.4233248056232,0.171811278268401,20.5903928818231,1.42156416848623,1.68427768948959,100,18.028593209039,7.08466496112465,15.6192071153091,143.838307143449,91.4
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Pastinachus sephen","Sharks, rays, chimaeras","Marine","Small-scale",670.69514201392,14.2156416848623,0.495177640709939,33.814213540566,0.883401067242911,35.4233248056232,0.171811278268401,20.5903928818231,1.42156416848623,1.68427768948959,100,18.028593209039,7.08466496112465,15.6192071153091,143.838307143449,91.4
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Pateobatis jenkinsii","Sharks, rays, chimaeras","Marine","Large-scale",45.368682525,54.7059049552758,0.77095541793831,58.2048904504491,0.930123130029253,13.6764714228883,0.361317358472122,20.2106091862482,5.47059049552758,2.62229733992623,100,18.9821046944746,2.73529428457766,32.8470325883747,162.657319402881,67.5
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Pateobatis jenkinsii","Sharks, rays, chimaeras","Marine","Small-scale",8.17777963339853,54.7059049552758,0.77095541793831,58.2048904504491,0.930123130029253,13.6764714228883,0.361317358472122,20.2106091862482,5.47059049552758,2.62229733992623,100,18.9821046944746,2.73529428457766,32.8470325883747,162.657319402881,67.5
"Senegal","Western Africa","Africa","Lower middle income","Pegusa lascaris","Flounders, halibuts, soles","Marine","Large-scale",17.5,141.298547040726,1.85406677195243,35.6895017337623,1.02152049174512,14.0827541603339,0.32897467546955,17.8208844195496,14.1298547040726,6.30634956446404,100,20.8473569743901,2.81655083206678,29.90678867905,174.006900754043,15.2
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Pelates quadrilineatus","Reef-associated fishes","Marine","Large-scale",2.03871741766667,54.1770266235803,1.23508019213833,16.1251966610339,1.30071059736743,56.6722739362961,0.446835157431197,18.9308919642679,5.41770266235803,4.20095303448411,62.0199871578227,26.5451142319883,11.3344547872592,40.6213779482907,150.139589822203,18.5
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Pelates quadrilineatus","Reef-associated fishes","Marine","Small-scale",0.495389441737126,54.1770266235803,1.23508019213833,16.1251966610339,1.30071059736743,56.6722739362961,0.446835157431197,18.9308919642679,5.41770266235803,4.20095303448411,62.0199871578227,26.5451142319883,11.3344547872592,40.6213779482907,150.139589822203,18.5
"Gambia","Western Africa","Africa","Low income","Pellonula leonensis","Miscellaneous freshwater fishes","Inland","Small-scale",18.05,421.130322343965,2.84932736299286,39.2784178434478,2.1072897275327,34.0731435731879,1.10510040891883,17.9557174098225,42.1130322343965,9.69158967004373,100,43.0059128067898,6.81462871463757,100,301.625163425868,8.3
"Senegal","Western Africa","Africa","Lower middle income","Pellonula leonensis","Miscellaneous freshwater fishes","Marine","Small-scale",1712.464,421.130322343965,2.84932736299286,39.2784178434478,2.1072897275327,34.0731435731879,1.10510040891883,17.9557174098225,42.1130322343965,9.69158967004373,100,43.0059128067898,6.81462871463757,100,301.625163425868,8.3
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Pennahia argentata","Miscellaneous coastal fishes","Marine","Large-scale",32788.0430683333,44.2100625600474,0.280786658393424,18.4927442119167,0.621820570679567,18.2035555266233,0.599469821407879,19.3343506040378,4.42100625600474,0.955056661202122,71.1259392766028,12.6902157281544,3.64071110532466,54.4972564916254,147.330185518914,26.2
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Pennahia argentata","Miscellaneous coastal fishes","Marine","Small-scale",5432.69177052566,44.2100625600474,0.280786658393424,18.4927442119167,0.621820570679567,18.2035555266233,0.599469821407879,19.3343506040378,4.42100625600474,0.955056661202122,71.1259392766028,12.6902157281544,3.64071110532466,54.4972564916254,147.330185518914,26.2
"Congo","Middle Africa","Africa","Lower middle income","Pentanemus quinquarius","Miscellaneous coastal fishes","Marine","Large-scale",627.16,264.766965175271,1.43666498479841,75.2843206914228,1.4953457938076,11.9892548048598,0.526770922461417,18.6075017244256,26.4766965175271,4.88661559455242,100,30.5172610981143,2.39785096097196,47.8882656783106,212.166689849476,21.3
"Congo","Middle Africa","Africa","Lower middle income","Pentanemus quinquarius","Miscellaneous coastal fishes","Marine","Small-scale",93.5,264.766965175271,1.43666498479841,75.2843206914228,1.4953457938076,11.9892548048598,0.526770922461417,18.6075017244256,26.4766965175271,4.88661559455242,100,30.5172610981143,2.39785096097196,47.8882656783106,212.166689849476,21.3
"Congo DR","Middle Africa","Africa","Low income","Pentanemus quinquarius","Miscellaneous coastal fishes","Marine","Small-scale",467.68,264.766965175271,1.43666498479841,75.2843206914228,1.4953457938076,11.9892548048598,0.526770922461417,18.6075017244256,26.4766965175271,4.88661559455242,100,30.5172610981143,2.39785096097196,47.8882656783106,212.166689849476,21.3
"Gambia","Western Africa","Africa","Low income","Pentanemus quinquarius","Miscellaneous coastal fishes","Inland","Small-scale",334.6,264.766965175271,1.43666498479841,75.2843206914228,1.4953457938076,11.9892548048598,0.526770922461417,18.6075017244256,26.4766965175271,4.88661559455242,100,30.5172610981143,2.39785096097196,47.8882656783106,212.166689849476,21.3
"Gambia","Western Africa","Africa","Low income","Pentanemus quinquarius","Miscellaneous coastal fishes","Marine","Small-scale",1287.78,264.766965175271,1.43666498479841,75.2843206914228,1.4953457938076,11.9892548048598,0.526770922461417,18.6075017244256,26.4766965175271,4.88661559455242,100,30.5172610981143,2.39785096097196,47.8882656783106,212.166689849476,21.3
"Guinea","Western Africa","Africa","Low income","Pentanemus quinquarius","Miscellaneous coastal fishes","Marine","Large-scale",8.6,264.766965175271,1.43666498479841,75.2843206914228,1.4953457938076,11.9892548048598,0.526770922461417,18.6075017244256,26.4766965175271,4.88661559455242,100,30.5172610981143,2.39785096097196,47.8882656783106,212.166689849476,21.3
"Guinea","Western Africa","Africa","Low income","Pentanemus quinquarius","Miscellaneous coastal fishes","Marine","Small-scale",15911.956,264.766965175271,1.43666498479841,75.2843206914228,1.4953457938076,11.9892548048598,0.526770922461417,18.6075017244256,26.4766965175271,4.88661559455242,100,30.5172610981143,2.39785096097196,47.8882656783106,212.166689849476,21.3
"India","Southern Asia","Asia","Lower middle income","Pentapodus setosus","Reef-associated fishes","Marine","Small-scale",787.79,88.0711459584326,0.767362722960332,32.2508857953388,1.4473676458563,76.50085986649,0.163200166576525,19.0239116665492,8.80711459584326,2.61007728898072,100,29.5381152215571,15.300171973298,14.8363787796841,171.091857859363,11.8
"Mexico","North America","Americas","Upper middle income","Peprilus snyderi","Miscellaneous pelagic fishes","Marine","Small-scale",235.314918775,178.519492601589,0.821818837082256,55.2753210881376,1.05149574153122,20.6010081523285,0.249196381285843,17.3682578960358,17.8519492601589,2.79530216694645,100,21.4590967659433,4.1202016304657,22.6542164805312,168.880766304045,18.5
"Saint Vincent and the Grenadines","Caribbean","Americas","Upper middle income","Peprilus triacanthus","Miscellaneous pelagic fishes","Marine","Small-scale",10.8,164.339015803633,1.70389118376667,29.0055434208833,1.26758227816573,17.9849334755327,0.780582566540384,16.9749998850506,16.4339015803633,5.79554824410434,100,25.869026085015,3.59698669510654,70.9620515036713,222.65751410826,18.5
"India","Southern Asia","Asia","Lower middle income","Mixed","Miscellaneous demersal fishes","Marine","Small-scale",1078.88033333333,116.376805658517,0.937797008547495,32.3482515284937,1.41163357927305,81.3327994919129,0.268005780046181,18.6412285717104,11.6376805658517,3.18978574335883,100,28.8088485565929,16.2665598983826,24.3641618223801,184.267036586566, 
"Mexico","North America","Americas","Upper middle income","Perissias taeniopterus","Flounders, halibuts, soles","Marine","Small-scale",0.717,300.409950353065,0.961572230055187,42.1685860019835,1.2433838051592,32.579505795929,0.206140550551917,17.85505921945,30.0409950353065,3.27065384372513,100,25.3751796971265,6.5159011591858,18.7400500501743,183.942779785518,7.6
"Mexico","North America","Americas","Upper middle income","Petenia splendida","Tilapias and other cichlids","Inland","Small-scale",107.61739915025,119.77090311453,1.35198895077209,64.498066476834,1.2514307678319,61.7813283874547,0.406797184766572,18.7654719152986,11.977090311453,4.59860187337447,100,25.5394034251409,12.3562656774909,36.9815622515066,191.452923538966,29
